doc_id	table_index	rows	cols	p-value	metadata
23028483	2	15	7	2.0E-01   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'APCAT', 'P', 'value', 'd']
23028483	3	9	5	9.3E-06   	['Stage1 (APCAT) OR (95% CI) and', 'p', 'value', '1.29 (1.16,1.44);', 'P =', '1.26 (1.17, 1.37);', 'P =']
23028483	3	5	6	1.0E-01   	['Stage2 (replication) OR (95% CI) and', 'p', 'value', '1.19 (1.10,1.29);', 'P =', '1.11 (1.04,1.17);', 'P =']
23028483	2	12	7	3.1E-01   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'APCAT', 'P', 'value', 'd']
23028483	2	7	5	9.2E-10   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'Reported', 'P', 'value']
23028483	3	14	8	7.9E-02   	['GABRIEL', 'b', 'fixed-effects OR (95% CI) and', 'p', 'value', '1.15 (1.09,1.22);', 'P =', '1.05 (0.99,1.12);', 'P =']
23028483	2	13	7	5.4E-03   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'APCAT', 'P', 'value', 'd']
23028483	3	1	7	1.1E-09   	['Stage1 + Stage2 (pooled) OR (95% CI) and', 'p', 'value', '1.23 (1.15,1.31);', 'P =', '1.15 (1.10,1.21);', 'P =']
23028483	3	14	5	8.7E-04   	['Stage1 (APCAT) OR (95% CI) and', 'p', 'value', '1.29 (1.16,1.44);', 'P =', '1.26 (1.17, 1.37);', 'P =']
23028483	3	2	6	1.0E-03   	['Stage2 (replication) OR (95% CI) and', 'p', 'value', '1.19 (1.10,1.29);', 'P =', '1.11 (1.04,1.17);', 'P =']
23028483	3	10	6	3.8E-01   	['Stage2 (replication) OR (95% CI) and', 'p', 'value', '1.19 (1.10,1.29);', 'P =', '1.11 (1.04,1.17);', 'P =']
23028483	2	8	9	2.8E-15   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'APCAT+Reported', 'P', 'value', 'e']
23028483	2	15	5	2.5E-08   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'Reported', 'P', 'value']
23028483	3	12	5	1.2E-05   	['Stage1 (APCAT) OR (95% CI) and', 'p', 'value', '1.29 (1.16,1.44);', 'P =', '1.26 (1.17, 1.37);', 'P =']
23028483	2	18	5	3.0E-07   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'Reported', 'P', 'value']
23028483	3	3	5	9.8E-06   	['Stage1 (APCAT) OR (95% CI) and', 'p', 'value', '1.29 (1.16,1.44);', 'P =', '1.26 (1.17, 1.37);', 'P =']
23028483	3	11	5	9.0E-06   	['Stage1 (APCAT) OR (95% CI) and', 'p', 'value', '1.29 (1.16,1.44);', 'P =', '1.26 (1.17, 1.37);', 'P =']
23028483	2	18	7	1.3E-01   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'APCAT', 'P', 'value', 'd']
23028483	2	15	9	1.1E-07   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'APCAT+Reported', 'P', 'value', 'e']
23028483	2	11	5	3.9E-09   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'Reported', 'P', 'value']
23028483	2	17	5	1.1E-07   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'Reported', 'P', 'value']
23028483	2	7	7	2.5E-04   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'APCAT', 'P', 'value', 'd']
23028483	3	11	6	6.4E-01   	['Stage2 (replication) OR (95% CI) and', 'p', 'value', '1.19 (1.10,1.29);', 'P =', '1.11 (1.04,1.17);', 'P =']
23028483	2	3	9	1.4E-10   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'APCAT+Reported', 'P', 'value', 'e']
23028483	2	12	9	1.4E-07   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'APCAT+Reported', 'P', 'value', 'e']
23028483	3	2	5	1.2E-07   	['Stage1 (APCAT) OR (95% CI) and', 'p', 'value', '1.29 (1.16,1.44);', 'P =', '1.26 (1.17, 1.37);', 'P =']
23028483	3	8	8	5.9E-01   	['GABRIEL', 'b', 'fixed-effects OR (95% CI) and', 'p', 'value', '1.15 (1.09,1.22);', 'P =', '1.05 (0.99,1.12);', 'P =']
23028483	2	17	10	2.4E-09   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'APCAT+Reported', 'P', 'value', 'e']
23028483	2	10	9	4.9E-15   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'APCAT+Reported', 'P', 'value', 'e']
23028483	2	8	5	7.0E-14   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'Reported', 'P', 'value']
23028483	2	6	5	5.3E-06   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'Reported', 'P', 'value']
23028483	3	1	5	3.9E-06   	['Stage1 (APCAT) OR (95% CI) and', 'p', 'value', '1.29 (1.16,1.44);', 'P =', '1.26 (1.17, 1.37);', 'P =']
23028483	2	7	9	2.0E-12   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'APCAT+Reported', 'P', 'value', 'e']
23028483	2	9	5	3.4E-09   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'Reported', 'P', 'value']
23028483	3	13	7	1.6E-02   	['Stage1 + Stage2 (pooled) OR (95% CI) and', 'p', 'value', '1.23 (1.15,1.31);', 'P =', '1.15 (1.10,1.21);', 'P =']
23028483	3	8	5	2.5E-06   	['Stage1 (APCAT) OR (95% CI) and', 'p', 'value', '1.29 (1.16,1.44);', 'P =', '1.26 (1.17, 1.37);', 'P =']
23028483	3	11	8	5.4E-01   	['GABRIEL', 'b', 'fixed-effects OR (95% CI) and', 'p', 'value', '1.15 (1.09,1.22);', 'P =', '1.05 (0.99,1.12);', 'P =']
23028483	3	14	7	5.3E-01   	['Stage1 + Stage2 (pooled) OR (95% CI) and', 'p', 'value', '1.23 (1.15,1.31);', 'P =', '1.15 (1.10,1.21);', 'P =']
23028483	3	6	5	7.1E-06   	['Stage1 (APCAT) OR (95% CI) and', 'p', 'value', '1.29 (1.16,1.44);', 'P =', '1.26 (1.17, 1.37);', 'P =']
23028483	3	13	8	9.9E-01   	['GABRIEL', 'b', 'fixed-effects OR (95% CI) and', 'p', 'value', '1.15 (1.09,1.22);', 'P =', '1.05 (0.99,1.12);', 'P =']
23028483	3	9	7	3.9E-02   	['Stage1 + Stage2 (pooled) OR (95% CI) and', 'p', 'value', '1.23 (1.15,1.31);', 'P =', '1.15 (1.10,1.21);', 'P =']
23028483	3	5	5	7.3E-06   	['Stage1 (APCAT) OR (95% CI) and', 'p', 'value', '1.29 (1.16,1.44);', 'P =', '1.26 (1.17, 1.37);', 'P =']
23028483	3	3	7	1.7E-05   	['Stage1 + Stage2 (pooled) OR (95% CI) and', 'p', 'value', '1.23 (1.15,1.31);', 'P =', '1.15 (1.10,1.21);', 'P =']
23028483	3	4	8	7.4E-01   	['GABRIEL', 'b', 'fixed-effects OR (95% CI) and', 'p', 'value', '1.15 (1.09,1.22);', 'P =', '1.05 (0.99,1.12);', 'P =']
23028483	2	10	5	5.5E-12   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'Reported', 'P', 'value']
23028483	3	9	6	4.2E-01   	['Stage2 (replication) OR (95% CI) and', 'p', 'value', '1.19 (1.10,1.29);', 'P =', '1.11 (1.04,1.17);', 'P =']
23028483	3	1	6	3.2E-05   	['Stage2 (replication) OR (95% CI) and', 'p', 'value', '1.19 (1.10,1.29);', 'P =', '1.11 (1.04,1.17);', 'P =']
23028483	3	4	6	1.0E-01   	['Stage2 (replication) OR (95% CI) and', 'p', 'value', '1.19 (1.10,1.29);', 'P =', '1.11 (1.04,1.17);', 'P =']
23028483	2	5	5	8.5E-08   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'Reported', 'P', 'value']
23028483	2	19	7	1.6E-01   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'APCAT', 'P', 'value', 'd']
23028483	2	8	7	5.6E-03   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'APCAT', 'P', 'value', 'd']
23028483	3	12	6	5.4E-01   	['Stage2 (replication) OR (95% CI) and', 'p', 'value', '1.19 (1.10,1.29);', 'P =', '1.11 (1.04,1.17);', 'P =']
23028483	3	6	7	7.7E-05   	['Stage1 + Stage2 (pooled) OR (95% CI) and', 'p', 'value', '1.23 (1.15,1.31);', 'P =', '1.15 (1.10,1.21);', 'P =']
23028483	3	8	6	5.8E-01   	['Stage2 (replication) OR (95% CI) and', 'p', 'value', '1.19 (1.10,1.29);', 'P =', '1.11 (1.04,1.17);', 'P =']
23028483	3	1	8	7.0E-06   	['GABRIEL', 'b', 'fixed-effects OR (95% CI) and', 'p', 'value', '1.15 (1.09,1.22);', 'P =', '1.05 (0.99,1.12);', 'P =']
23028483	3	9	8	6.7E-01   	['GABRIEL', 'b', 'fixed-effects OR (95% CI) and', 'p', 'value', '1.15 (1.09,1.22);', 'P =', '1.05 (0.99,1.12);', 'P =']
23028483	3	3	8	1.9E-01   	['GABRIEL', 'b', 'fixed-effects OR (95% CI) and', 'p', 'value', '1.15 (1.09,1.22);', 'P =', '1.05 (0.99,1.12);', 'P =']
23028483	2	4	9	1.6E-07   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'APCAT+Reported', 'P', 'value', 'e']
23028483	3	7	8	2.2E-01   	['GABRIEL', 'b', 'fixed-effects OR (95% CI) and', 'p', 'value', '1.15 (1.09,1.22);', 'P =', '1.05 (0.99,1.12);', 'P =']
23028483	2	19	10	3.9E-07   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'APCAT+Reported', 'P', 'value', 'e']
23028483	3	12	8	2.7E-01   	['GABRIEL', 'b', 'fixed-effects OR (95% CI) and', 'p', 'value', '1.15 (1.09,1.22);', 'P =', '1.05 (0.99,1.12);', 'P =']
23028483	2	9	7	2.4E-03   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'APCAT', 'P', 'value', 'd']
23028483	2	4	7	4.1E-02   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'APCAT', 'P', 'value', 'd']
23028483	3	10	5	2.4E-05   	['Stage1 (APCAT) OR (95% CI) and', 'p', 'value', '1.29 (1.16,1.44);', 'P =', '1.26 (1.17, 1.37);', 'P =']
23028483	3	13	5	8.1E-05   	['Stage1 (APCAT) OR (95% CI) and', 'p', 'value', '1.29 (1.16,1.44);', 'P =', '1.26 (1.17, 1.37);', 'P =']
23028483	3	7	7	1.7E-03   	['Stage1 + Stage2 (pooled) OR (95% CI) and', 'p', 'value', '1.23 (1.15,1.31);', 'P =', '1.15 (1.10,1.21);', 'P =']
23028483	3	7	6	7.0E-01   	['Stage2 (replication) OR (95% CI) and', 'p', 'value', '1.19 (1.10,1.29);', 'P =', '1.11 (1.04,1.17);', 'P =']
23028483	3	6	6	9.2E-02   	['Stage2 (replication) OR (95% CI) and', 'p', 'value', '1.19 (1.10,1.29);', 'P =', '1.11 (1.04,1.17);', 'P =']
23028483	2	9	9	7.0E-11   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'APCAT+Reported', 'P', 'value', 'e']
23028483	2	19	5	2.2E-07   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'Reported', 'P', 'value']
23028483	2	5	7	2.1E-03   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'APCAT', 'P', 'value', 'd']
23028483	2	11	7	1.7E-02   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'APCAT', 'P', 'value', 'd']
23028483	3	8	7	1.1E-02   	['Stage1 + Stage2 (pooled) OR (95% CI) and', 'p', 'value', '1.23 (1.15,1.31);', 'P =', '1.15 (1.10,1.21);', 'P =']
23028483	2	6	9	3.6E-09   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'APCAT+Reported', 'P', 'value', 'e']
23028483	2	18	10	1.5E-03   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'APCAT+Reported', 'P', 'value', 'e']
23028483	2	10	7	9.9E-05   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'APCAT', 'P', 'value', 'd']
23028483	3	4	7	1.2E-04   	['Stage1 + Stage2 (pooled) OR (95% CI) and', 'p', 'value', '1.23 (1.15,1.31);', 'P =', '1.15 (1.10,1.21);', 'P =']
23028483	2	12	5	1.2E-08   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'Reported', 'P', 'value']
23028483	3	7	5	1.5E-05   	['Stage1 (APCAT) OR (95% CI) and', 'p', 'value', '1.29 (1.16,1.44);', 'P =', '1.26 (1.17, 1.37);', 'P =']
23028483	3	5	7	8.3E-05   	['Stage1 + Stage2 (pooled) OR (95% CI) and', 'p', 'value', '1.23 (1.15,1.31);', 'P =', '1.15 (1.10,1.21);', 'P =']
23028483	3	13	6	2.3E-01   	['Stage2 (replication) OR (95% CI) and', 'p', 'value', '1.19 (1.10,1.29);', 'P =', '1.11 (1.04,1.17);', 'P =']
23028483	2	3	7	2.3E-03   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'APCAT', 'P', 'value', 'd']
23028483	3	4	5	5.6E-06   	['Stage1 (APCAT) OR (95% CI) and', 'p', 'value', '1.29 (1.16,1.44);', 'P =', '1.26 (1.17, 1.37);', 'P =']
23028483	3	12	7	3.7E-02   	['Stage1 + Stage2 (pooled) OR (95% CI) and', 'p', 'value', '1.23 (1.15,1.31);', 'P =', '1.15 (1.10,1.21);', 'P =']
23028483	3	11	7	2.4E-02   	['Stage1 + Stage2 (pooled) OR (95% CI) and', 'p', 'value', '1.23 (1.15,1.31);', 'P =', '1.15 (1.10,1.21);', 'P =']
23028483	2	5	9	2.6E-09   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'APCAT+Reported', 'P', 'value', 'e']
23028483	2	3	5	4.6E-09   	['Loci with previous genome-wide significant associations to asthma (', 'P', '<5\xc3\x9710', '-8    )', 'Reported', 'P', 'value']
23041239	3	13	6	1·10-1    	['p', 'discovery', '; OR', 'discovery', '(95% CI)', '6\xc2\xb727\xc3\x9710', '-8', '; 1\xc2\xb712 (1\xc2\xb707-1\xc2\xb717)']
23056639	2	2	9	2.43E-02  	['Combined', 'P-value']
23056639	2	3	6	7.46E-03  	['Follow-up', 'Effect (se)']
23056639	2	8	9	2.67E-02  	['Combined', 'P-value']
23056639	2	3	7	6.280E-01 	['Follow-up', 'P-value']
23056639	2	8	7	3.651E-01 	['Follow-up', 'P-value']
23056639	2	7	4	3.26E-02  	['Discovery', 'Effect (se)', '-4.79E-02 (0.011)']
23056639	2	13	9	5.97E-02  	['Combined', 'P-value']
23056639	2	4	6	3.75E-03  	['Follow-up', 'Effect (se)']
23056639	2	16	7	1.160E-202	['Follow-up', 'P-value']
23056639	2	8	8	1.67E-02  	['Combined', 'Effect (se)', '-1.38E-02 (0.006)']
23056639	2	12	6	4.55E-03  	['Follow-up', 'Effect (se)']
23056639	2	17	5	1.65E-06  	['Discovery', 'P-value']
23056639	2	18	9	9.52E-04  	['Combined', 'P-value']
23056639	2	19	9	2.55E-02  	['Combined', 'P-value']
23056639	2	2	7	6.218E-01 	['Follow-up', 'P-value']
23056639	2	12	9	9.14E-04  	['Combined', 'P-value']
23056639	2	19	7	4.405E-01 	['Follow-up', 'P-value']
23056639	2	13	6	6.06E-03  	['Follow-up', 'Effect (se)']
23056639	2	13	7	4.185E-01 	['Follow-up', 'P-value']
23056639	2	5	8	3.43E-02  	['Combined', 'Effect (se)', '-1.38E-02 (0.006)']
23056639	2	7	8	2.09E-02  	['Combined', 'Effect (se)', '-1.38E-02 (0.006)']
23056639	2	19	6	5.84E-03  	['Follow-up', 'Effect (se)']
23056639	2	4	9	7.61E-03  	['Combined', 'P-value']
23056639	2	15	7	3.000E-223	['Follow-up', 'P-value']
23056639	2	2	6	3.70E-03  	['Follow-up', 'Effect (se)']
23056639	2	5	7	4.218E-01 	['Follow-up', 'P-value']
23056639	2	17	6	7.99E-03  	['Follow-up', 'Effect (se)']
23056639	2	10	8	1.42E-02  	['Combined', 'Effect (se)', '-1.38E-02 (0.006)']
23056639	2	3	9	1.77E-04  	['Combined', 'P-value']
23056639	2	16	9	1.50e-421 	['Combined', 'P-value']
23056639	2	9	6	1.10E-03  	['Follow-up', 'Effect (se)']
23056639	2	4	4	1.12E-01  	['Discovery', 'Effect (se)', '-4.79E-02 (0.011)']
23056639	2	14	5	2.35E-188 	['Discovery', 'P-value']
23056639	2	18	4	4.60E-02  	['Discovery', 'Effect (se)', '-4.79E-02 (0.011)']
23056639	2	11	5	4.52E-18  	['Discovery', 'P-value']
23056639	2	4	7	8.215E-01 	['Follow-up', 'P-value']
23056639	2	18	5	1.94E-06  	['Discovery', 'P-value']
23056639	2	12	7	5.655E-01 	['Follow-up', 'P-value']
23056639	2	12	5	2.37E-06  	['Discovery', 'P-value']
23056639	2	6	9	1.89E-05  	['Combined', 'P-value']
23056639	2	6	4	3.92E-02  	['Discovery', 'Effect (se)', '-4.79E-02 (0.011)']
23056639	2	16	5	3.48E-173 	['Discovery', 'P-value']
23056639	2	17	8	1.93E-02  	['Combined', 'Effect (se)', '-1.38E-02 (0.006)']
23056639	2	12	4	4.98E-02  	['Discovery', 'Effect (se)', '-4.79E-02 (0.011)']
23056639	2	5	9	8.38E-05  	['Combined', 'P-value']
23056639	2	12	8	2.10E-02  	['Combined', 'Effect (se)', '-1.38E-02 (0.006)']
23056639	2	17	9	5.89E-04  	['Combined', 'P-value']
23056639	2	9	7	8.639E-01 	['Follow-up', 'P-value']
23056639	2	10	7	9.482E-01 	['Follow-up', 'P-value']
23056639	2	4	5	7.79E-06  	['Discovery', 'P-value']
23056639	2	5	6	9.69E-03  	['Follow-up', 'Effect (se)']
23056639	2	14	9	2.35E-188 	['Combined', 'P-value']
23056639	2	5	4	6.11E-02  	['Discovery', 'Effect (se)', '-4.79E-02 (0.011)']
23056639	2	17	4	5.54E-02  	['Discovery', 'Effect (se)', '-4.79E-02 (0.011)']
23056639	2	13	5	3.43E-06  	['Discovery', 'P-value']
23056639	2	6	6	1.34E-02  	['Follow-up', 'Effect (se)']
23056639	2	7	6	1.04E-02  	['Follow-up', 'Effect (se)']
23056639	2	6	5	7.84E-06  	['Discovery', 'P-value']
23056639	2	17	7	2.144E-01 	['Follow-up', 'P-value']
23056639	2	7	5	4.66E-06  	['Discovery', 'P-value']
23056639	2	8	4	5.29E-02  	['Discovery', 'Effect (se)', '-4.79E-02 (0.011)']
23056639	2	7	9	1.86E-05  	['Combined', 'P-value']
23056639	2	19	5	2.11E-06  	['Discovery', 'P-value']
23056639	2	8	5	6.57E-06  	['Discovery', 'P-value']
23056639	2	10	9	2.81E-02  	['Combined', 'P-value']
23056639	2	15	9	4.97e-465 	['Combined', 'P-value']
23056639	2	10	4	6.43E-02  	['Discovery', 'Effect (se)', '-4.79E-02 (0.011)']
23056639	2	4	8	3.69E-02  	['Combined', 'Effect (se)', '-1.38E-02 (0.006)']
23056639	2	5	5	1.37E-06  	['Discovery', 'P-value']
23056639	2	9	5	1.45E-06  	['Discovery', 'P-value']
23056639	2	9	9	2.29E-02  	['Combined', 'P-value']
23056639	2	6	7	5.294E-02 	['Follow-up', 'P-value']
23056639	2	15	5	2.06E-187 	['Discovery', 'P-value']
23056639	2	2	5	5.36E-06  	['Discovery', 'P-value']
23056639	2	7	7	1.227E-01 	['Follow-up', 'P-value']
23056639	2	3	5	1.47E-06  	['Discovery', 'P-value']
23056639	2	11	9	3.65E-47  	['Combined', 'P-value']
23056639	2	10	5	2.51E-06  	['Discovery', 'P-value']
23056639	2	6	8	2.33E-02  	['Combined', 'Effect (se)', '-1.38E-02 (0.006)']
23056639	2	18	7	9.928E-01 	['Follow-up', 'P-value']
23118916	2	6	16	2.36E-07  	['Combined P-values', 'b']
23118916	2	5	10	5.00E-07  	['First stage(N = 1999)', 'P-values', 'b']
23118916	2	5	15	1.34E-3   	['Second stage(N = 1496)', 'P-values', 'b']
23118916	2	5	16	4.22E-09  	['Combined P-values', 'b']
23118916	2	3	16	4.08E-05  	['Combined P-values', 'b']
23118916	2	6	10	1.12E-07  	['First stage(N = 1999)', 'P-values', 'b']
23118916	2	4	10	7.25E-08  	['First stage(N = 1999)', 'P-values', 'b']
23118916	2	4	16	4.17E-07  	['Combined P-values', 'b']
23118916	2	3	10	5.67E-08  	['First stage(N = 1999)', 'P-values', 'b']
23118974	2	8	7	4.57E-06  	['GWAS', 'p-value']
23118974	2	4	10	3.66E-13  	['Replication', 'p-value']
23118974	2	3	7	1.30E-07  	['GWAS', 'p-value']
23118974	2	8	13	1.41E-03  	['Combined', 'p-value']
23118974	2	9	7	7.94E-06  	['GWAS', 'p-value']
23118974	2	2	7	8.08E-09  	['GWAS', 'p-value']
23118974	2	5	7	5.65E-06  	['GWAS', 'p-value']
23118974	2	8	10	4.32E-01  	['Replication', 'p-value']
23118974	2	6	10	3.21E-05  	['Replication', 'p-value']
23118974	2	3	13	2.30E-03  	['Combined', 'p-value']
23118974	2	5	10	4.77E-01  	['Replication', 'p-value']
23118974	2	7	7	1.79E-07  	['GWAS', 'p-value']
23118974	2	4	13	2.77E-18  	['Combined', 'p-value']
23118974	2	6	13	1.17E-09  	['Combined', 'p-value']
23118974	2	2	10	2.96E-13  	['Replication', 'p-value']
23118974	2	2	13	1.92E-20  	['Combined', 'p-value']
23118974	2	4	7	7.91E-07  	['GWAS', 'p-value']
23118974	2	3	10	6.88E-01  	['Replication', 'p-value']
23118974	2	7	10	9.36E-02  	['Replication', 'p-value']
23118974	2	5	13	1.01E-02  	['Combined', 'p-value']
23118974	2	7	13	2.84E-05  	['Combined', 'p-value']
23118974	2	9	13	4.12E-03  	['Combined', 'p-value']
23118974	2	6	7	7.36E-06  	['GWAS', 'p-value']
23118974	2	9	10	5.35E-01  	['Replication', 'p-value']
23202124	1	33	3	2.0E-05   	['Birth weight,', 'adjusted for', 'maternal', 'genotype', '11130', '-0.108 (0.014)']
23202124	1	5	3	7.5E-18   	['Birth weight,', 'adjusted for', 'maternal', 'genotype', '11130', '-0.108 (0.014)']
23202124	1	3	2	3.6E-38   	['Birth weight', '(combined meta-', 'analysis of', 'European', 'Discovery and', 'Follow-up studies)', '[in grams]', '61142', '-0.072 (0.006)', '[-35]']
23202124	1	39	2	3.6E-09   	['Birth weight', '(combined meta-', 'analysis of', 'European', 'Discovery and', 'Follow-up studies)', '[in grams]', '61142', '-0.072 (0.006)', '[-35]']
23202124	1	11	4	7.4E-11   	['Birth weight,', 'adjusted for birth', 'length', '36209', '-0.067 (0.005)']
23202124	1	15	6	5.4E-06   	['Birth head', 'circumference', '23000', '-0.033 (0.009)']
23202124	1	29	4	4.6E-05   	['Birth weight,', 'adjusted for birth', 'length', '36209', '-0.067 (0.005)']
23202124	1	33	2	4.6E-11   	['Birth weight', '(combined meta-', 'analysis of', 'European', 'Discovery and', 'Follow-up studies)', '[in grams]', '61142', '-0.072 (0.006)', '[-35]']
23202124	1	33	5	8.3E-08   	['Birth length', '35953', '-0.025 (0.007)']
23202124	1	9	4	5.8E-07   	['Birth weight,', 'adjusted for birth', 'length', '36209', '-0.067 (0.005)']
23202124	1	9	5	5.0E-05   	['Birth length', '35953', '-0.025 (0.007)']
23202124	1	15	5	1.7E-10   	['Birth length', '35953', '-0.025 (0.007)']
23202124	1	35	4	3.8E-06   	['Birth weight,', 'adjusted for birth', 'length', '36209', '-0.067 (0.005)']
23202124	1	9	7	2.9E-04   	['Ponderal Index', '(weight/length', '3    )', '35708', '-0.090(0.008)']
23202124	1	21	4	9.4E-06   	['Birth weight,', 'adjusted for birth', 'length', '36209', '-0.067 (0.005)']
23202124	1	15	2	1.4E-19   	['Birth weight', '(combined meta-', 'analysis of', 'European', 'Discovery and', 'Follow-up studies)', '[in grams]', '61142', '-0.072 (0.006)', '[-35]']
23202124	1	21	5	1.7E-05   	['Birth length', '35953', '-0.025 (0.007)']
23202124	1	21	7	8.6E-05   	['Ponderal Index', '(weight/length', '3    )', '35708', '-0.090(0.008)']
23202124	1	3	5	6.7E-04   	['Birth length', '35953', '-0.025 (0.007)']
23202124	1	3	6	2.3E-04   	['Birth head', 'circumference', '23000', '-0.033 (0.009)']
23202124	1	5	4	8.81E-29  	['Birth weight,', 'adjusted for birth', 'length', '36209', '-0.067 (0.005)']
23202124	1	11	3	5.7E-06   	['Birth weight,', 'adjusted for', 'maternal', 'genotype', '11130', '-0.108 (0.014)']
23202124	1	17	4	1.2E-12   	['Birth weight,', 'adjusted for birth', 'length', '36209', '-0.067 (0.005)']
23202124	1	9	3	1.5E-06   	['Birth weight,', 'adjusted for', 'maternal', 'genotype', '11130', '-0.108 (0.014)']
23202124	1	3	7	9.5E-28   	['Ponderal Index', '(weight/length', '3    )', '35708', '-0.090(0.008)']
23202124	1	27	2	4.6E-08   	['Birth weight', '(combined meta-', 'analysis of', 'European', 'Discovery and', 'Follow-up studies)', '[in grams]', '61142', '-0.072 (0.006)', '[-35]']
23202124	1	3	4	1.2E-35   	['Birth weight,', 'adjusted for birth', 'length', '36209', '-0.067 (0.005)']
23202124	1	35	3	8.4E-06   	['Birth weight,', 'adjusted for', 'maternal', 'genotype', '11130', '-0.108 (0.014)']
23202124	1	15	4	5.5E-04   	['Birth weight,', 'adjusted for birth', 'length', '36209', '-0.067 (0.005)']
23202124	1	21	2	1.5E-18   	['Birth weight', '(combined meta-', 'analysis of', 'European', 'Discovery and', 'Follow-up studies)', '[in grams]', '61142', '-0.072 (0.006)', '[-35]']
23202124	1	23	4	6.7E-10   	['Birth weight,', 'adjusted for birth', 'length', '36209', '-0.067 (0.005)']
23202124	1	3	3	7.5E-14   	['Birth weight,', 'adjusted for', 'maternal', 'genotype', '11130', '-0.108 (0.014)']
23202124	1	39	7	2.3E-04   	['Ponderal Index', '(weight/length', '3    )', '35708', '-0.090(0.008)']
23202124	1	9	2	5.5E-20   	['Birth weight', '(combined meta-', 'analysis of', 'European', 'Discovery and', 'Follow-up studies)', '[in grams]', '61142', '-0.072 (0.006)', '[-35]']
23202124	1	41	4	4.3E-07   	['Birth weight,', 'adjusted for birth', 'length', '36209', '-0.067 (0.005)']
23209447	2	19	6	4.28E-05  	['NPC vs. Control', 'P Value']
23209447	1	6	8	2.77E-04  	['Validation (', 'N', '= 985)', 'P', '-value']
23209447	2	4	8	1.00E-04  	['NPC VS. EP.', 'Controls', 'P Value']
23209447	2	12	10	4.77E-06  	['NPC VS. EN.', 'Controls', 'P Value']
23209447	2	17	6	2.05E-04  	['NPC vs. Control', 'P Value']
